id,Beer_Name,Brew_Factory_Name,Style,ABV
2330,New England Premeditated Murder Barleywine,New England Brewing Co. .,Barley Wine,11.80
2331,Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10
2332,Pipeworks Santa vs. Unicorn American Barleywine,Pipeworks Brewing Company,Barley Wine,10
2333,Redhook Treblehook,Redhook Brewery,Barley Wine,10.10
2334,Austin Beerworks Battle Axe Imperial Red Ale,Austin Beerworks,American Strong Ale,8
2335,Short_s Bourbon Wizard,Short_s Brewing Company,Barley Wine,11.80
2336,Firestone Walker Maltose Falcons Brownywine,Firestone Walker Brewing Co &#40; Duvel Moortgat &#41;,American Strong Ale,13.60
2337,Kentucky Bourbon Barrel Barleywine,Alltech Lexington Brewing And Distilling,Barley Wine,10
2338,New England Attempted RedRum,New England Brewing Co. .,Barley Wine,
2339,Pipeworks Reaper vs Unicorn,Pipeworks Brewing Company,Barley Wine,10
2340,Mountain Goat Before the Dawn,Mountain Goat Beer &#40; Asahi Holdings - Australia &#41;,Black IPA,7.40
2341,Town Hall Twisted Trace,Minneapolis Town Hall Brewery,Barley Wine,10.90
2342,The Brew Hub Keybilly,The Brew Hub,Amber Ale,5.40
2343,_ i_lavar Barley Wine,_ i_lavar - PrvnÃ SvobodnÃ 1/2 _ abov &#345; eskÃ 1/2 Pivovar,Barley Wine,
2344,Beerbliotek / Flying Couch Night & Day,Beerbliotek,Black IPA,8
2345,Sebago Single Batch Series Barleywine,Sebago Brewing Company,Barley Wine,12.50
2346,Leinenkugels Big Eddy Ryewine Ale,Leinenkugel Brewing Company &#40; Tenth & Blake Beer Co. &#41;,Barley Wine,10
2347,Half Acre Quakerbridge Barley Wine,Half Acre Beer Company,Barley Wine,10
2348,4 Pines Comfortably Numb,4 Pines Brewing Company,Stout,5.40
2349,Fish Tale Leviathan Barleywine &#40; Batch 5 + &#41;,Fish Brewing Company/Leavenworth Beers,Barley Wine,10
2350,Austin Beer Garden Luxury Liner,Austin Beer Garden Brewery,Imperial IPA,7.80
2351,Driftwood Old Cellar Dweller Barleywine,Driftwood Brewery &#40; Canada &#41;,Barley Wine,14
2352,Cambridge Barrel-Aged Blunderbuss Barleywine,Cambridge Brewing Company,Barley Wine,11
2353,Mikkeller Big Worst Barley Wine,De Proefbrouwerij,Barley Wine,18.50
2354,Alley Kat Olde Deuteronomy Barley Wine,Alley Kat Brewing Company,Barley Wine,10.30
2355,Tenaya Creek Old Jackalope Barleywine,Tenaya Creek Brewery,Barley Wine,10.40
2356,Black Raven Old Birdbrain Barleywine,Black Raven Brewing,Barley Wine,12.20
2357,Cismontane Deciduous IPA,Cismontane Brewing,American Pale Ale,4.50
2358,Appalachian Broad Street Barley Wine,Appalachian Brewing Company &#40; PA &#41;,Barley Wine,12.80
2359,The Bruery Oaked Old Richland,The Bruery,Barley Wine,11.10
2360,Kuhnhenn Extraneous Ale,Kuhnhenn Brewing,Barley Wine,17.50
2361,Newmans Woolly Rhinoceros,Celt Experience,Bitter,4.30
2362,Solemn Oath Heavyweight Ticklefight Champion of the World,Solemn Oath Brewery,Barley Wine,12
2363,Marin Old Dipsea Barleywine Style Ale,Marin Brewing Company,Barley Wine,9
2364,Crazy Mountain Lawyers,Crazy Mountain Brewing Company,Barley Wine,10
2365,Grizzly Peak Steelhead Red Guns and Money,Grizzly Peak Brewing Co. .,Amber Ale,5.50
2366,Elysian Cyclops Barleywine,Elysian Brewing &#40; AB-InBev &#41;,Barley Wine,9.85
2367,Equinox Entropycal Red IPA,Equinox Brewing,India Pale Ale &#40; IPA &#41;,6.10
2368,Ninkasi Critical Hit Barley Wine,Ninkasi Brewing Company,Barley Wine,10
2369,FiftyFifty Annularity,FiftyFifty Brewing Company,Barley Wine,7.50
2370,NÃ ¸ rrebro Little Korkny Ale,NÃ ¸ rrebro Bryghus,Barley Wine,12.25
2371,Big Bay Boatilla Amber Ale,Milwaukee Brewing Company,Amber Ale,4.80
2372,Dick_s Barley Wine,Dick_s Brewing Company,Barley Wine,10
2373,Kuhnhenn Vintage Ale,Kuhnhenn Brewing,Barley Wine,17
2374,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25
2375,Bills Foggy Notion Weissbier,Bills Tavern and Brewhouse,German Hefeweizen,
2376,Kuhnhenn American Barley Wine,Kuhnhenn Brewing,Barley Wine,11.50
2377,1516 Grand Reserve Triple Barrique,1516 Brewing Company,Belgian Strong Ale,
2378,Columbus Bourbon Barrel Aged Uncle Rusty,Columbus Brewing Company,American Strong Ale,
2379,Horseheads Domination Ale,Horseheads Brewing,Barley Wine,12
2380,Brutopia Rocket Fuel,Brutopia,Imperial IPA,11
2381,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50
2382,Shoreline Big Bourbon Series Discombobulation Celebration Ale,Shoreline Brewery,Barley Wine,13
2383,East End Gratitude &#40; Bourbon Barrel Aged &#41;,East End Brewing Company,Barley Wine,
2384,18th Street Barrel Aged Devil_s Spear,18th Street Brewery,Barley Wine,11.50
2385,FiftyFifty Old Conundrum Barley Wine,FiftyFifty Brewing Company,Barley Wine,9.05
2386,_ l_Abri de la TempÃªte Corps Mort,_ l_Abri de la TempÃªte,Barley Wine,9
2387,13 Virtues Patience Imperial Stout,13 Virtues Brewing Company,Imperial Stout,10.50
2388,Tired Hands MotherAnimal,Tired Hands Brewing Company,Barley Wine,11.20
2389,Portsmouth Barleywine,Portsmouth Brewery,Barley Wine,11.50
2390,Kane Vengeful Heart,Kane Brewing Company,Barley Wine,10.20
2391,Town Hall Twisted Reality Barleywine,Minneapolis Town Hall Brewery,Barley Wine,10.98
2392,Oskar Blues Old Double Bagger &#40; ODB &#41;,Oskar Blues Brewery,Barley Wine,13.20
2393,Union Craft Chessie Barleywine,Union Craft Brewing Company,Barley Wine,9.80
2394,Terrapin Oaked Big Hoppy Monster,Terrapin Beer Company,Imperial IPA,10.60
2395,Denali Single Engine Red,Denali Brewing Company,Amber Ale,5.60
2396,Barrier Tenderfoot,Barrier Brewing Company,Imperial IPA,8.20
2397,Phillips Trainwreck Barley Wine,Phillips Brewing Co. .,Barley Wine,10
2398,Rock Bottom Boston Liquid Courage Barley Wine,Rock Bottom Boston,Barley Wine,11
2399,Haymarket Clare_s Right Hook,Haymarket Pub & Brewery,Barley Wine,12.50
2400,Smuttynose Smuttlabs Ol _ Grundy Humper,Smuttynose Brewing Company,Barley Wine,10.80
2401,Saint Arnold Bishops Barrel # 10,Saint Arnold Brewing Company,Barley Wine,12.70
2402,Grand Lake Barrel Aged Super Chicken Barley Wine,Grand Lake Brewing Co,Barley Wine,11
2403,Four Peaks Hopsquatch Barleywine,Four Peaks Brewing Company,Barley Wine,11.50
2404,Big Rig Release the Hounds,Big Rig Brewery,Black IPA,6.20
2405,Cape Ann Fisherman_s Tea Party,Cape Ann Brewing Company,Barley Wine,9
2406,5 Rabbit Ponche,5 Rabbit Cerveceria,Barley Wine,11.50
2407,Carolina Old 392 Barleywine,Carolina Brewing Company,Barley Wine,9.30
2408,Odell Gramps,Odell Brewing Company,Sweet Stout,6.40
2409,Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20
2410,13 Virtues Mob Barleywine,13 Virtues Brewing Company,Barley Wine,9
2411,Big Time Old Wooly Barleywine,Big Time Brewery,Barley Wine,9
2412,Cahaba Liquidambar Amber Ale,Cahaba Brewing Company,Amber Ale,5.50
2413,Harmon Super Samurai Barley Wine Ale,Harmon Brewery & Restaurant,Barley Wine,11
2414,Mikkeller / Three Floyds Risgoop,De Proefbrouwerij,Barley Wine,10.40
2415,Elysian The Gourdfather Pumpkin Barleywine,Elysian Brewing &#40; AB-InBev &#41;,Spice/Herb/Vegetable,11.20
2416,Elevator Barrel Aged Barley Wine,Elevator Brewing Company,Barley Wine,
2417,Breakwater Wellenbrecher Lager,Breakwater Brewing Company,Premium Lager,5.20
2418,Alcatraz Annihilator Doppelbock,Alcatraz Brewing,Doppelbock,8.50
2419,612 Brew Mary Ann,612 Brew,Spice/Herb/Vegetable,4.10
2420,Boundary Bay Old Bounder,Boundary Bay Brewery and Bistro,Barley Wine,10
2421,Mighty Oak Snowbeard,Mighty Oak,Bitter,4
2422,Olde Johnnie Ale,Cold Spring Brewery,Amber Ale,4.70
2423,Black Husky Beware of Dog Series : Headbutter Barleywine,Black Husky Brewing,Barley Wine,
2424,Revolution Barrel Aged Institutionalized Barley Wine,Revolution Brewing Company,Barley Wine,13
2425,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30
2426,Fort George Hogfather,Fort George Brewery,Imperial Porter,8.20
2427,White Birch Barley Wine Ale,White Birch Brewing,Barley Wine,9
2428,Nebraska Inception Series Runnin _ with the Devil,Nebraska Brewing Company,Barley Wine,11.90
2429,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Anderson Valley Brewing Company,Barley Wine,8.60
2430,BrewDog Clown King,BrewDog,Barley Wine,12
2431,Creature Comforts Tritonia,Creature Comforts Brewing Company,Grodziskie/Gose/Lichtenhainer,4.50
2432,BrewDog / Oskar Blues Shipwrecker Circus,BrewDog,Barley Wine,10.50
2433,Snipes Mountain Roza Reserve,Snipes Mountain Microbrewery,Barley Wine,9.20
2434,Cathedral Square Repent Rye,Crown Valley Brewing & Distilling,Barley Wine,9
2435,Abbot BrewHouse Benedictus Primus,Abbot BrewHouse,Stout,7
2436,Burnt Hickory Killdozer 12 Point Buck Ale,Burnt Hickory Brewery,Barley Wine,13
2437,Ladyface Oaked Bluebelly Barleywine,Ladyface Ale Companie,Barley Wine,10.50
2438,Copperhead Red,Copperhead Brewery,Amber Ale,5.30
2439,Block 15 Hypnosis,Block 15 Brewery,Barley Wine,12
2440,Excel Ryeday The 13th,Excel Brewing Company,Barley Wine,12
2441,Grado Plato Strada S. Felice,Birrificio Grado Plato,Spice/Herb/Vegetable,8
2442,Napa Smith Grateful Dog Barleywine,Napa Smith Brewery,Barley Wine,10
2443,Tired Hands StonerWitch,Tired Hands Brewing Company,Barley Wine,10.80
2444,Drakes Rakish Ryewine,Drakes Brewing Company,Barley Wine,11.50
2445,Mother_s Foggy Notion - Single Barrel,Mother_s Brewing Company,Barley Wine,10.80
2446,La Voie MaltÃ © e Polissonne,La Voie MaltÃ © e,Barley Wine,10
2447,Revolution Mineshaft Gap,Revolution Brewing Company,Barley Wine,13
2448,Twisted Pine Bough Breaker Barleywine,Twisted Pine Brewing,Barley Wine,9.10
2449,Brakspear Downpour,Brakspear &#40; Marstons &#41;,Bitter,4.50
2450,Albuquerque The Dukes Pale Ale,Albuquerque Brewing Company,American Pale Ale,6
2451,Burnt Hickory / Coastal Empire March to the Sea,Burnt Hickory Brewery,Barley Wine,11
2452,Piece Barrel Aged Moose Knuckle,Piece Brewery & Pizzeria,Barley Wine,
2453,Jackie O_s Really Nelson India Red Ale,Jackie O_s Pub & Brewery,Amber Ale,7
2454,Animal Big Bang,XT Brewing,Specialty Grain,4.60
2455,Sockeye Old Devils Tooth Barleywine,Sockeye Brewing,Barley Wine,10.30
2456,5 Seasons North Cloud 9 Barleywine,5 Seasons North,Barley Wine,10.40
2457,FiftyFifty Cherry Annularity,FiftyFifty Brewing Company,Barley Wine,12.50
2458,New Albanian Hoosier Daddy Crimson & Cream Ale,New Albanian Brewing Company,American Strong Ale,7
2459,Brouhaha Gaz de Course,Broue Pub Brouhaha,Barley Wine,12
2460,Hay Camp Hoplessness Barleywine,Hay Camp Brewing Company,Barley Wine,9.10
2461,Du Lac Saint-Jean Frappabord,Microbrasserie du Lac Saint-Jean,Barley Wine,11
2462,Port Jeff Cold North Wind,Port Jeff Brewing Company,Barley Wine,8.70
2463,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,9.70
2464,10 Barrel Mike Saw a Sasquatch Session Ale,10 Barrel Brewing &#40; AB InBev &#41;,Golden Ale/Blond Ale,4.70
2465,Crazy Mountain Old Soul Belgian Strong Ale,Crazy Mountain Brewing Company,Belgian Strong Ale,7.50
2466,Union Craft Chessie Barleywine Barrel Aged,Union Craft Brewing Company,Barley Wine,9.80
2467,Barrington Yule Fuel,Barrington / Berkshire Mountain Brewery,Barley Wine,11
2468,Walking Man Bourbon Barrel Old Stumblefoot,Walking Man Brewing,Barley Wine,13
2469,Equinox Midwinter Warmer,Equinox Brewing,Barley Wine,10
2470,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,
2471,Airways Autumnfest Lager,Airways Brewing Company,Oktoberfest/M Ã $ rzen,
2472,Lighthouse Siren Red Ale,Lighthouse Brewing &#40; Canada &#41;,American Strong Ale,8
2473,Bluejacket High Society,Bluejacket,Barley Wine,9.60
2474,Barley BB10Â ° &#40; Dexi &#41;,Birrificio Barley,American Strong Ale,10
2475,Capitol City Slobberknocker Barleywine,Capitol City Brewing Company,Barley Wine,11.50
2476,Beer Works Hercules Strong Ale,Beer Works,Barley Wine,11.50
2477,AleSmith YuleSmith &#40; Summer &#41; India Pale Ale,AleSmith Brewing Company,Imperial IPA,8.50
2478,Ale Asylum Diablo Belga,Ale Asylum,Abbey Dubbel,9.20
2479,Birra del Borgo Sedicigradi,Birra del Borgo,Barley Wine,16
2480,Brewsters Blue Monk Barley Wine,Brewsters Brewing Co. - Alberta,Barley Wine,9.90
2481,Motor City Winter Ale,Motor City Brewing Works,American Strong Ale,8.80
2482,Side Project Anabasis,Perennial Artisan Ales,Barley Wine,14
2483,De Molen Bommen & Granaten Cascade Dry Hopped,Brouwerij de Molen,Barley Wine,15.20
2484,Empire Barley Wine,Empire Brewing Company,Barley Wine,12.50
2485,Quidi Vidi 1892 Traditional Ale,Quidi Vidi Brewing Company,Amber Ale,5
2486,Barrier Undertow Dunkel Rauch,Barrier Brewing Company,Smoked,5.50
2487,Devils Canyon Barrel of Monkeys Barleywine,Devils Canyon Brewing Co. .,Barley Wine,16
2488,Wormtown Beer Goggles Barleywine,Wormtown Brewing Co. .,Barley Wine,10
2489,Mike Hess Ordeum Rex Barley Wine,Mike Hess Brewing Company,Barley Wine,11.50
2490,Barnstormer Dead Stick Stout,Barnstormer Brewing and Pizzeria,Stout,7
2491,Hangar 24 Barrel Roll No. 04 : Hammerhead - Bourbon Barrel Aged with Chai Tea,Hangar 24 Craft Brewery,Barley Wine,13.90
2492,8 Wired Flat White Coffee Milk Stout,8 Wired Brewing,Sweet Stout,5.50
2493,Omnipollo Erzulie Barley Wine,De Proefbrouwerij,Barley Wine,13
2494,Les Brasseurs du Temps Mea Magna Culpa,Les Brasseurs du Temps,Barley Wine,9
2495,Fredericksburg Enchanted Rock Red Ale,Fredericksburg Brewing Company,Amber Ale,5.30
2496,Pizza Port Old Boneyards Barleywine,Pizza Port &#40; Solana Beach &#41;,Barley Wine,9.80
2497,Sprague Farm Barbarian Barley Wine,Sprague Farm & Brew Works,Barley Wine,
2498,Crabtree Woody B. Barley Wine Ale,Crabtree Brewing Company,Barley Wine,12
2499,BrewDog #MashTag 2015,BrewDog,Barley Wine,10
2500,Pizza Boy / Chip Bender - Benders Barleywine,Pizza Boy Brewing,Barley Wine,10
2501,Aztec Sacrifice Red IPA,Aztec Brewing Company,India Pale Ale &#40; IPA &#41;,7.60
2502,Jackie O_s Bourbon Barrel Nutted Brick Kiln,Jackie O_s Pub & Brewery,Barley Wine,11.50
2503,Peter Bs Dr. Strangelove,Peter Bs Brewpub,India Pale Ale &#40; IPA &#41;,6.10
2504,Blue Hills Fortis Pagus,Blue Hills Brewery,Barley Wine,11.80
2505,Telegraph Obscura Aurantium,Telegraph Brewing Company,Barley Wine,10
2506,Strange Land Bishopsgate,Strange Land Brewery,Barley Wine,10.90
2507,Mikkeller Big Worster Barrel Aged Barley Wine Malaga Edition,De Proefbrouwerij,Barley Wine,18.30
2508,Hermit Thrush Abbey Series # 1 - Jolly Abbot Barley Wine,Hermit Thrush Brewery,Barley Wine,13
2509,Trinity Wolfs Breath Winter Warmer,Trinity Brewhouse,Barley Wine,9
2510,21st Amendment Bourbon Barrel Lower da Boom Barleywine,21st Amendment Brewery,Barley Wine,9.50
2511,Flying Goose Isle Of Pines Barley Wine,Flying Goose Brew Pub,Barley Wine,9.40
2512,Aardwolf / Pinglehead How Heavy This Hop,Aardwolf,Imperial IPA,9.10
2513,Le Castor Vin No. 1 Grande RÃ © serve &#40; fÃ '' ts de rhum &#41;,Microbrasserie Le Castor - Le Castor Brewing Co. .,Barley Wine,9.50
2514,Devils Backbone Tectonic Barleywine,Devils Backbone Brewing Company,Barley Wine,11
2515,Destihl Triton Barleywine,Destihl Brewery,Barley Wine,11.50
2516,Hardywood x RVA Beard League Barleywine 2014,Hardywood Park Craft Brewery,Barley Wine,12.50
2517,Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine &#40; Oak &#41;,Amsterdam Brewing Company,Barley Wine,10
2518,American Old Glory Barleywine,American Brewing Company,Barley Wine,10.50
2519,Absolution Angel_s Demise,Absolution Brewing Company,India Pale Ale &#40; IPA &#41;,7.20
2520,Bullfrog Oak Aged Old Toad Barleywine,Bullfrog Brewery,Barley Wine,11.50
2521,Birdsong Sticky Situation,Birdsong Brewing,American Pale Ale,6
2522,Relic Morgue Party,Relic Brewing Company,Barley Wine,10.80
2523,Odd Side Ales Colossal Oversight,Odd Side Ales,Barley Wine,12
2524,Beer Here Farligwine,De Proefbrouwerij,Barley Wine,11
2525,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,4.50
2526,Barley Browns Sledwreck Winter Ale,Barley Browns Brewpub,Old Ale,10.50
2527,Carlow O_Hara_s Barrel Aged Series Barley Wine,Carlow,Barley Wine,9.60
2528,4 Noses Bonaparte Barleywine &#40; Breckenridge Bourbon Barrel Aged &#41;,4 Noses Brewing Company,Barley Wine,9.50
2529,Broadway Pub Elixir de Belphegor Barley Wine,Broadway Pub,Barley Wine,10
2530,Eden The Embalmer,Eden Brewery &#40; Cumbria &#41;,Black IPA,5.50
2531,Amicas Infinite Search,Amicas Pizza & Microbrew,Imperial Stout,12
2532,Aardwolf Whisperer in Darkness,Aardwolf,Barley Wine,10.40
2533,The Brew Gentlemen Nonstop Forever &#40; Batch 1 &#41;,The Brew Gentlemen Beer Company,Barley Wine,10.40
2534,Laurelwood Bourbon Barrel Olde Reliable,Laurelwood Public House & Brewery,Barley Wine,
2535,AleSmith My Bloody Valentine,AleSmith Brewing Company,Amber Ale,6.66
2536,Epic Cross Fever Amber Ale,Epic Brewing Company &#40; UT/CO &#41;,Amber Ale,4.80
2537,Lagerheads Bed Head Red,Lagerheads Brewing Company,Amber Ale,5.90
2538,Squatters Radio From Hell the Brew &#033; Red as Hell Ale,Squatters Craft Beers,Amber Ale,5.50
2539,Blue Frog Red Ale,Blue Frog Brewery,American Strong Ale,7.65
2540,Abbeydale Epiphany,Abbeydale,Golden Ale/Blond Ale,4.60
2541,Bloomington Lambic-aged Ruby Bloom Amber,Bloomington Brewing Co. .,Sour/Wild Ale,
2542,Acadian Farms India Red Ale &#40; IRA &#41;,Acadian Farms & Brewery,India Pale Ale &#40; IPA &#41;,6.90
2543,BridgePort Kingpin Double Red Ale,BridgePort Brewing,American Strong Ale,7.50
2544,East Coast Kick Back Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.50
2545,Hockley Valley Amber,Hockley Valley Brewing & Malting Company,Amber Ale,4.20
2546,Trailhead Red Amber Ale,Trailhead Brewing Co. .,Amber Ale,
2547,603 9th State Red IPA,603 Brewery,India Pale Ale &#40; IPA &#41;,7.10
2548,Beer Works Victory Red,Beer Works,Amber Ale,5
2549,21st Amendment Toaster Pastry,21st Amendment Brewery,India Pale Ale &#40; IPA &#41;,7.60
2550,Ruby Mountain Angel Creek Amber Ale,Ruby Mountain Brewing Company,Amber Ale,
2551,Baeltane Farmer_s Flock,Baeltane Brewing,Saison,5.10
2552,The Bruery Double Dry Hopped Loakal Red,The Bruery,Amber Ale,6.90
2553,Hitachino Nest Amber Ale,Kiuchi Brewery,Amber Ale,6
2554,Roscoe Trout Town American Amber Ale,Adirondack Pub and Brewery,Amber Ale,5.60
2555,Anderson Valley Bahl Hornin _ Imperial Boont Amber Ale,Anderson Valley Brewing Company,American Strong Ale,8.80
2556,Auburn Alehouse Red Headed Hop Donkey,Auburn Alehouse &#40; CA &#41;,American Strong Ale,8.30
2557,Golden Triangle Hop Lobster,Golden Triangle,American Pale Ale,5.50
2558,Big Time Matts Red Eye IPA,Big Time Brewery,India Pale Ale &#40; IPA &#41;,6
2559,Branchline Evil Owl Amber,Branchline Brewing,Amber Ale,5.24
2560,Track 7 Daylight Amber,Track 7 Brewing Company,Amber Ale,6.25
2561,Wisco Disco,Stillmank Brewing Company,Amber Ale,5.10
2562,Boneyard Skunkape India Red Ale,Boneyard Beer Company,India Pale Ale &#40; IPA &#41;,6.50
2563,Rivertowne Patrick_s Poison,Rivertowne Pour House,American Strong Ale,9.30
2564,Black Diamond Steep Trail Amber Ale,Black Diamond Brewing Company,Amber Ale,5.70
2565,Upland Easy Chair Amber Ale,Upland Brewing Company,Amber Ale,5.60
2566,Alpha Smoked Red Ale,Cerveses Alpha,Smoked,5.80
2567,JailHouse Conjugal Visit,JailHouse Brewing Co,Amber Ale,6
2568,Scuttlebutt Tell Tale Red,Scuttlebutt Brewing Co. .,Amber Ale,5
2569,Redhook CopperHook Spring Ale,Redhook Brewery,Amber Ale,5.80
2570,21st Amendment / Firestone Walker / Stone El Camino &#40; Un &#41; Real Black Ale,Stone Brewing Company,American Strong Ale,9.50
2571,Gnarly Oak Hazelnut Dark,Minhas Craft Brewery,Amber Ale,5.50
2572,Lengthwise Triple Hop Red Ale,Lengthwise Brewery,Amber Ale,5.60
2573,21st Amendment Red Headed Stranger,21st Amendment Brewery,Amber Ale,6.30
2574,Archers Single Hop Amber Ale,Evan Evans,Amber Ale,4
2575,Fish Tale Vicious Circle Amber Ale,Fish Brewing Company/Leavenworth Beers,Amber Ale,5
2576,Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60
2577,The Duck-Rabbit Amber Ale,The Duck-Rabbit Craft Brewery,Amber Ale,5.50
2578,Bricktown Rudolphs Red Nose Ale,Bricktown Brewery / Blackwater Grill,English Strong Ale,
2579,Brewery Terra Firma Manitou Amber Ale,Brewery Terra Firma,Amber Ale,5.70
2580,Ballistic Brewing Gorgon Red Ale,Indian Wells Brewing,Amber Ale,5.50
2581,Flying Monkeys Amber Ale,Flying Monkeys Craft Brewery,Amber Ale,5
2582,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8
2583,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50
2584,Schmohz Amber Tease,Schmohz Brewing Co. .,Amber Ale,5.30
2585,Sapporo Yebisu Kohaku,Sapporo Breweries,Amber Lager/Vienna,5.50
2586,961 Red Ale,961 Beer - Gravity Brewing,Amber Ale,5.50
2587,Samuel Adams Mighty Oak Ale,Boston Beer Company,Amber Ale,5.70
2588,Wadworth Light Ale,Wadworth,Bitter,3
2589,Wadworth Ipanema,Wadworth,Bitter,3.80
2590,Wadworth Henrys Smooth,Wadworth,Bitter,3.60
2591,Wadworth Heather & Honey,Wadworth,Traditional Ale,5
2592,Wadworth Dray Bells,Wadworth,Bitter,4.10
2593,Wadworth Cooper ¡ ¯ s Vice,Wadworth,Fruit Beer,5
2594,Wadworth Corvus Stout,Wadworth,Stout,4.10
2595,Ushers Ruby Ale,Wadworth,English Strong Ale,6.20
2596,Wadworth / Dungarvan Copper Coast Irish Red Ale,Wadworth,Irish Ale,4.30
2597,Wadworth Crimson Dawn,Wadworth,Bitter,4.50
2598,Berghoff Reppin _ Red Ale,Stevens Point Brewery,Amber Ale,6.20
2599,Urban Legend You Big Dummy,Urban Legend Brewing Company,American Strong Ale,8.80
2600,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer &#40; Asahi Holdings - Australia &#41;,Amber Ale,5.20
2601,Liberty Street Red Glare Amber Ale,Liberty Street Brewing Company,Amber Ale,5.20
2602,Radiant Pig Gangster Duck American Red Ale,Radiant Pig Beer Company,Amber Ale,6.20
2603,Banner American Ale,Brewmaster_s Tavern &#40; Opa-Opa Brewing &#41;,Amber Ale,3.40
2604,Great Raft Make Believer,Great Raft Brewing,Session IPA,5
2605,Emmetts McCarthy American Red,Emmetts Tavern and Brewing Company,Amber Ale,5.20
2606,Cigar City Sertoma Smoke,Cigar City Brewing,Amber Ale,5
2607,High Noon Annies Amber Ale,High Noon Saloon & Brewery,Amber Ale,5.50
2608,Bucket List Storm Cat,Bucket List Brewing,India Pale Ale &#40; IPA &#41;,6.70
2609,Fire Station 5 Fire Boat Amber,Portland Brewing Company &#40; Pyramid - North American Breweries &#41;,Amber Ale,
2610,Big Choice Disconnected Red Ale,Big Choice Brewing,Amber Ale,6.70
2611,Big Dog_s Honey Amber Ale,Big Dog_s Brewing Co. .,Amber Ale,5.50
2612,Santa Clara Valley New Almaden Red,Santa Clara Valley Brewing,American Strong Ale,10
2613,Bespoke Raging Bull,Bespoke,Golden Ale/Blond Ale,3.50
2614,Coronado Mermaids Red Ale,Coronado Brewing Company,Amber Ale,5.70
2615,Half Moon Bay Mavericks Amber Ale,Half Moon Bay Brewing Company,Amber Ale,4.80
2616,Hawaii Nui Sunset Amber Ale,Mehana Brewing Company,Amber Ale,5.40
2617,Big Horn Bourbon Buttface Amber,Big Horn Brewing Company &#40; Ram International &#41;,Amber Ale,5.80
2618,Legacy Bourbon Barrel Hedonism Red,Legacy Brewing,American Strong Ale,7.10
2619,Omnipollo / NÃ ³ mada En el Bosque Red,Companyia Cervesera del Montseny,Amber Ale,7
2620,Two Beers Immersion Amber Ale,Two Beers Brewing Co. .,Amber Ale,5.20
2621,Black Shirt American India Red Ale,Black Shirt Brewing Company,American Strong Ale,7.09
2622,Mad River Jamaica Red Ale,Mad River Brewery,Amber Ale,6.50
2623,Squatters Emigration Amber Ale,Squatters Craft Beers,Amber Ale,4
2624,Sawgrass Flat Tired Amber Ale,Sawgrass Brewing Company,Amber Ale,5.60
2625,10 Barrel Rare Breed Imperial Red,10 Barrel Brewing &#40; AB InBev &#41;,American Strong Ale,11.50
2626,Costa Rica_s Segua Red Ale,Costa Rica_s Craft Brewing Co. .,Irish Ale,5
2627,Central City Red Racer India Style Red Ale,Central City Brewers + Distillers,Irish Ale,5.50
2628,Phillips Amber Ale,Heavy Seas Brewing Company,Amber Ale,
2629,Hi-Wire Lion Tamer Red Rye,Hi-Wire Brewing,Specialty Grain,7
2630,Georgetown Choppers Red Ale,Georgetown Brewing Company,Amber Ale,6.20
2631,Boscos Derailleur Ale,Boscos Brewing Company &#40; Roma Pomodori &#41;,English Pale Ale,
2632,Revolution Fistmas Ale,Revolution Brewing Company,Spice/Herb/Vegetable,6.30
2633,Fordham Close Encounter Harvest Ale,Fordham Brewing Company &#40; Coastal Brewing Co. &#41;,Amber Ale,6.50
2634,Battenkill Harvest Moon Amber Ale,Battenkill Brewing Company,Amber Ale,
2635,Bridge Brew Works The Blunt,Bridge Brew Works,English Pale Ale,
2636,Piney River McKinney Eddy Amber Ale,Piney River Brewing Company,Amber Ale,
2637,Elk Mountain Devils Head Red,Elk Mountain Brewing Company,Irish Ale,
2638,Mickey Finns Abana Amber Ale,Mickey Finns Brewery & Pub,Amber Ale,5.60
2639,Kane Hop Lab # 4 - Imperial Red,Kane Brewing Company,American Strong Ale,9.20
2640,Brighton Bier Red Rye,Kemptown,Amber Ale,4.50
2641,Saint Arnold Amber Ale,Saint Arnold Brewing Company,Amber Ale,5.50
