id,Beer_Name,Brew_Factory_Name,Style,ABV
3224,Lohi Amber,Denver Beer Co. .,American Amber / Red Ale,
3225,Critical Condition,Zeroday Brewing Co. .,American Amber / Red Ale,8.00
3226,SHR American Amber,Red Eye Brewing Company,American Amber / Red Ale,5.00
3227,Hop Solo,Mother Earth Brew Co. .,American Amber / Red Ale,4.50
3228,Guato Gato,Florida Bebidas S.A.,American Amber / Red Ale,5.00
3229,Toyon,Cambria Beer Company,American Amber / Red Ale,5.80
3230,Blood Of My Enemies,Green Man Brewery,American Amber / Red Ale,7.90
3231,Redeye P.A.,Bray 's Brewing Company,American Amber / Red Ale,5.90
3232,Santa Kisser,Port Townsend Brewing Company,American Amber / Red Ale,
3233,Ascension Amber,Ascension Brewing Company,American Amber / Red Ale,
3234,Hill Country Organic Amber,Uncle Billy 's Brew & Que,American Amber / Red Ale,
3235,Beach House With Pacific Gem,Strand Brewing Co. .,American Amber / Red Ale,5.00
3236,Rough Sesh,Stewart 's Brewing Co. .,American Amber / Red Ale,4.70
3237,Local 303 Red IPA,Factotum Brewhouse,American Amber / Red Ale,5.80
3238,Nipigon,Ore Dock Brewing Company,American Amber / Red Ale,
3239,Frosty Morning,Brutopia,American Amber / Red Ale,5.00
3240,Oakley 's Amber,Elk Street Brewery & Tap Room,American Amber / Red Ale,4.60
3241,La Belle _ L' _ rable,Les 3 Brasseurs,American Amber / Red Ale,6.00
3242,In Amber Clad,Conshohocken Brewing Company,American Amber / Red Ale,6.60
3243,Velveteen,Eagle Rock Brewery,American Amber / Red Ale,5.25
3244,Lil Orphan Amber,JDub 's Brewing Company,American Amber / Red Ale,4.50
3245,RED ALE Sow Your Oats,Rivertowne Pourhouse,American Amber / Red Ale,5.40
3246,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,
3247,Big ! Red,Dave 's BrewFarm,American Amber / Red Ale,4.30
3248,The `` Ginger '' A Red Ale,Elk Street Brewery & Tap Room,American Amber / Red Ale,6.80
3249,Jurassic Duck Amber Ale,The Dodging Duck Brewhaus,American Amber / Red Ale,
3250,Firehouse Red,Bull & Barrel Brew Pub,American Amber / Red Ale,5.30
3251,Fresh Hop Red,Liquid Mechanics Brewing Co. .,American Amber / Red Ale,7.40
3252,Santa 's Sack,The Funky Bow Brewery & Beer Company,American Amber / Red Ale,9.00
3253,On The Road Red,Vagabond Brewing,American Amber / Red Ale,5.40
3254,Gallows Hill Amber Ale,Two Rivers Brewing Company,American Amber / Red Ale,5.30
3255,Cacao Red,Boston Beer Works - Canal Street,American Amber / Red Ale,5.00
3256,The Mighty Wahoo,Palmetto Brewing Company,American Amber / Red Ale,5.40
3257,Villa Street,Hermitage Brewing,American Amber / Red Ale,5.00
3258,Alliance American Amber,Citizen Beer,American Amber / Red Ale,5.50
3259,Slippery Slope,Telegraph Brewing Company,American Amber / Red Ale,
3260,Red Oat-tober,Flat 12 Bierwerks,American Amber / Red Ale,4.66
3261,Rupee Red,Yak and Yeti,American Amber / Red Ale,5.20
3262,_ rÃ ¸ Red Ale,Rise Bryggeri,American Amber / Red Ale,4.80
3263,Chillers Revenge,Falling Down Beer Co. .,American Amber / Red Ale,6.00
3264,Michaels Genuine Home Brew,Back Forty Beer Co. .,American Amber / Red Ale,5.00
3265,Amber Late Hop,Kaktus Brewing Company,American Amber / Red Ale,5.10
3266,Gally Mac Amber,Gallaghers ' U-Brew,American Amber / Red Ale,5.50
3267,Black Rock,Boshkung Brewing Co. .,American Amber / Red Ale,5.50
3268,Man Vs Internet Vs Mothra,Solemn Oath Brewery,American Amber / Red Ale,8.50
3269,Main Seidla Amber Spezial,Brauhaus Binkert GmbH & Co. . KG,American Amber / Red Ale,5.90
3270,Mamies Amber,Gold Camp Brewing Company,American Amber / Red Ale,4.70
3271,Humpy Humpy Amber Ale,CervecerÃa Wendlandt,American Amber / Red Ale,5.40
3272,Tank 10 Red,La Cumbre Brewing Co. .,American Amber / Red Ale,6.80
3273,Compass Rose Amber Ale,Lost Province Brewing Co. .,American Amber / Red Ale,5.50
3274,Canadian Maple,Stensbogaard Bryghus,American Amber / Red Ale,5.20
3275,Imperial Reggae Red,SLO Brewing Co. .,American Amber / Red Ale,10.00
3276,Neil Diamond Cereal,ShuBrew,American Amber / Red Ale,8.30
3277,Avro Arrow Maple Red Ale,Barnstormer Brewing & Pizzeria,American Amber / Red Ale,5.60
3278,Calm It,Barrier Brewing Company,American Amber / Red Ale,5.20
3279,Maple Red,Marley 's Brewery And Grille,American Amber / Red Ale,6.20
3280,A-HOAP Nitro Beluga,Pinthouse Pizza Craft Brewpub,American Amber / Red Ale,5.80
3281,Pre-prohibition Lager,612 Brew,American Amber / Red Ale,5.20
3282,Redfish Ale,Telluride Brewing Co. .,American Amber / Red Ale,5.40
3283,Balls Of Fire,Sick N Twisted Brewing Co. .,American Amber / Red Ale,8.00
3284,Barrel Aged Table Rock Red,White River Brewing Company,American Amber / Red Ale,6.00
3285,Misconception Amber Ale,Bitter Esters Brewhouse,American Amber / Red Ale,5.50
3286,Beachside High Tide,Florida Beer Company,American Amber / Red Ale,8.50
3287,Kyoto Craft Hanamachi Amber Ale,Matsuya Kyoto Machiya Beer Brewery,American Amber / Red Ale,5.00
3288,Roja Red Ale,Cadejo Brewing Co. .,American Amber / Red Ale,5.70
3289,Maple Bacon,Intracoastal Brewing Company,American Amber / Red Ale,5.70
3290,Kita-Kamakura No Megumi,Sankt Gallen Brewery,American Amber / Red Ale,5.00
3291,Rita Red,Back Street Brewery,American Amber / Red Ale,
3292,Lumberjack Red Ale,Rustic Road Brewing Company,American Amber / Red Ale,6.60
3293,BiÃ ¨ re Du Vercors Rousse,BiÃ ¨ re du Vercors,American Amber / Red Ale,6.00
3294,Ember Smoked Red Ale,Scuttlebutt Brewing Company,American Amber / Red Ale,5.00
3295,City Shuffle,ShinDigger Brewing Co,American Amber / Red Ale,5.10
3296,Rough Swan,Hop Lot Brewing Company,American Amber / Red Ale,6.00
3297,To The Head Red,One World Brewing,American Amber / Red Ale,6.30
3298,Amberosia,Nevin 's Brewing Company,American Amber / Red Ale,5.20
3299,Athens 1815 Amber,Crossroads Brewing Company,American Amber / Red Ale,5.50
3300,Brett Red,Alpha Brewing Company,American Amber / Red Ale,7.00
3301,Lone Ranger Red,Snowy Mountain Brewery,American Amber / Red Ale,7.00
3302,Alamo Amber Lager,Alamo Beer Co. .,American Amber / Red Ale,5.50
3303,Hector 's Bell Amber Ale,Get Well,American Amber / Red Ale,5.00
3304,Rosso,Bier Fabriek,American Amber / Red Ale,
3305,Barrel Aged Melisandre,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,9.10
3306,Gambler Amber,Outlaw Brewing,American Amber / Red Ale,5.60
3307,Grandma 's Cookies,Rockford Brewing Company,American Amber / Red Ale,6.50
3308,Lake Effect Aged Red,Lake Effect Brewing Co. .,American Amber / Red Ale,8.00
3309,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.50
3310,Crin Blanc,Brasserie Rouget De Lisle,American Amber / Red Ale,6.00
3311,Bacon Chili Jam,Buffalo Bayou Brewing Co,American Amber / Red Ale,7.00
3312,Gaddy 's Irish Red,Fifty West Brewing Co,American Amber / Red Ale,6.00
3313,Akinaga Red IPA,Ushitora Brewing,American Amber / Red Ale,5.30
3314,Pole Axe,Fulton Pub & Brewery ( McMenamins ),American Amber / Red Ale,
3315,Fadeaway Amber Ale,Deschutes Brewery,American Amber / Red Ale,6.50
3316,Beaubien 's Ribbon Farm,Right Brain Brewery,American Amber / Red Ale,
3317,New Olde Horny Brew,CB Craft Brewers,American Amber / Red Ale,4.50
3318,Penny For Your Thoughts Copper Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,5.10
3319,Teton Tart Red Ale,Snake River Brewing Company & Brewpub,American Amber / Red Ale,5.90
3320,Brush Fire Bourbon And Cabernet Barrel Blend,Old Firehouse Brewing,American Amber / Red Ale,8.50
3321,Swirvalicious Double Red Ale,Wildlife Brewing & Pizza,American Amber / Red Ale,6.50
3322,Coyote Spirit,Feather Falls Casino Brewing Company,American Amber / Red Ale,
3323,NW Amber Ale,Airways Brewing Company,American Amber / Red Ale,5.10
3324,Double Buffalo On Maple,Buffalo Bayou Brewing Co,American Amber / Red Ale,
3325,Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80
3326,Wreck Yo Self,Figueroa Mountain Brewing Co. .,American Amber / Red Ale,7.50
3327,Road To The Abbey,Acoustic Ales Brewing Experiment,American Amber / Red Ale,5.80
3328,Shooting Star Amber Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.00
3329,Daywalker,Maui Brewing Co. .,American Amber / Red Ale,5.80
3330,Dry-Hopped Red Ale,Burdick Brewery,American Amber / Red Ale,5.00
3331,Revenge,The Foundry / Cantebury Brewers,American Amber / Red Ale,7.40
3332,Steppin ' Out Ale,Slip Point Brewing,American Amber / Red Ale,
3333,Kracken Amber Ale,Spinnakers Gastro Brewpub & Guesthouse,American Amber / Red Ale,8.00
3334,Hoppy Hour Amber,Skull Camp Brewing,American Amber / Red Ale,5.90
3335,Big Al 's Amber,1188 Brewing Company,American Amber / Red Ale,
3336,Cherry Queen Amber Ale,Right Brain Brewery,American Amber / Red Ale,5.00
3337,Flying Squirrel Ale,Otto 's Pub and Brewery,American Amber / Red Ale,5.10
3338,Rust Ale,Birrificio Doppio Malto,American Amber / Red Ale,
3339,Burial At Sea,Pratt Street Ale House,American Amber / Red Ale,5.50
3340,Aman 's Amber Ale,Grand Rapids Brewing Company,American Amber / Red Ale,3.00
3341,Campfire Lager,Broken Tooth Brewing,American Amber / Red Ale,5.50
3342,Noeul Red Rye ( Sunset ),The Four Seasons Craft Beer Pub,American Amber / Red Ale,5.50
3343,Statler Amber Ale,Batch Brewing Co. .,American Amber / Red Ale,4.60
3344,Perle Des _ les,BiÃ ¨ res Artisanales Artzner,American Amber / Red Ale,5.20
3345,Hoku'ula Red,Maui Brewing Co. .,American Amber / Red Ale,7.00
3346,Redlands 125th Anniversary Red Ale,Hangar 24 Brewery,American Amber / Red Ale,6.20
3347,Raspberry Red Ale,Jack Russell Brewing Company,American Amber / Red Ale,5.50
3348,Apple Spice Amber,West Sixth Brewing Company,American Amber / Red Ale,5.00
3349,Danske Squared,Solvang Brewing Company,American Amber / Red Ale,9.90
3350,Session Amber,First Magnitude Brewing Company,American Amber / Red Ale,4.30
3351,Arrr Amber,Blackjack Brewing Company,American Amber / Red Ale,5.30
3352,Sly Amber,Dragoon Brewing Co. .,American Amber / Red Ale,5.60
3353,Wrenclaw,One Barrel Brewing Company,American Amber / Red Ale,6.50
3354,Ruby Knot Red,Diamond Knot Brewery,American Amber / Red Ale,
3355,Moose Hide Amber,Mooselick Brewing,American Amber / Red Ale,6.30
3356,311 Amber Ale,Nebraska Brewing Company,American Amber / Red Ale,5.50
3357,16 | 01 Red Ale ( Galena & Bramling ),Brew By Numbers,American Amber / Red Ale,6.20
3358,Shady Lane Amber,Heavy Riff Brewing Company,American Amber / Red Ale,4.50
3359,Match The Drapes Amber,Rupert 's Brew House,American Amber / Red Ale,6.40
3360,Red Hammer Ale,Bathtub Row Brewing Co-op,American Amber / Red Ale,7.10
3361,Double Pagoda Pit Road Red,Thr3e Wise Men,American Amber / Red Ale,8.50
3362,Indian Summer,Cayucos Brewing Company,American Amber / Red Ale,
3363,Metro Gnome,The Hourglass Brewery,American Amber / Red Ale,5.60
3364,Red Ale Com Beterraba,Casa Do Fritz,American Amber / Red Ale,5.20
3365,The Nuts,Martha 's Exchange,American Amber / Red Ale,
3366,Resurrection Red,The Lucky Monk,American Amber / Red Ale,5.50
3367,Fred 's Raging Red,Sockeye Brewing,American Amber / Red Ale,6.50
3368,Spring Fling,Broken Stick Brewing Company,American Amber / Red Ale,6.30
3369,Koji Red Ale,äº _ Capital Brewing Co. .,American Amber / Red Ale,6.40
3370,Clef Des Champs,Brasserie Dieu Du Ciel,American Amber / Red Ale,5.00
3371,Ringwood Red,Second Street Brewery,American Amber / Red Ale,6.40
3372,Red Toad Amber Ale,Blue Cat Brew Pub,American Amber / Red Ale,5.70
3373,Barbe Torte,Brasserie De La Soif,American Amber / Red Ale,5.00
3374,Fresh Hopped Amber Ale,Loveland Aleworks,American Amber / Red Ale,6.20
3375,Burdock Ale,Scratch Brewing Company,American Amber / Red Ale,5.80
3376,Zeelander Red,The Beer Company,American Amber / Red Ale,7.00
3377,Moore Hops Please,Narrows Brewing Co. .,American Amber / Red Ale,6.10
3378,Brett Trois Red Rye ISA,Old Abbey Ales,American Amber / Red Ale,4.20
3379,La Bourbon Rousse,Brasseries De Bourbon,American Amber / Red Ale,5.00
3380,Pilot Batch WhereHouse,Captain Lawrence Brewing Co. .,American Amber / Red Ale,6.50
3381,Willoughby American Amber Ale,Willoughby Brewing,American Amber / Red Ale,4.90
3382,Red Earl Ruby Ale,Pokertree Brewing Co,American Amber / Red Ale,5.50
3383,HOPe Bohemic,HOPe Artesana,American Amber / Red Ale,6.00
3384,Dock Start Amber Ale,Flathead Lake Brewing Company,American Amber / Red Ale,5.60
3385,Wet Hop Prohibition,Speakeasy Ales & Lagers,American Amber / Red Ale,6.10
3386,The Blind Eye,Croocked Moon Brewing,American Amber / Red Ale,
3387,Brewer 's Reserve Oreti Red,The Emerson Brewing Company,American Amber / Red Ale,6.00
3388,Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00
3389,Big Red Oak,Deschutes Brewery,American Amber / Red Ale,8.60
3390,First Responder Red,Firetrucker Brewery,American Amber / Red Ale,5.20
3391,Red Ai n't Dead,Nevin 's Brewing Company,American Amber / Red Ale,6.00
3392,Aguila Del Sur Rubia,Otro Mundo Brewing Company,American Amber / Red Ale,
3393,Jessica Rabbit Red Ale,Funky Buddha Brewery,American Amber / Red Ale,
3394,Batch # 0055 - Imperial Amber,3cross Brewing Company,American Amber / Red Ale,7.00
3395,Scarlet Street,Naked City Taphouse,American Amber / Red Ale,8.00
3396,Calvinus Amber,Brauerei Locher AG,American Amber / Red Ale,4.80
3397,BarbaRoja Floral,Cerveza Artesanal BarbaRoja,American Amber / Red Ale,
3398,Nightmare Canyon,Triple Crossing Brewing,American Amber / Red Ale,6.30
3399,Zombie Dog,Tahoe Mountain Brewing Co. .,American Amber / Red Ale,6.60
3400,S.M.R.T. Amber,Mispillion River Brewing,American Amber / Red Ale,5.20
3401,Fluck 's Incapacitor,Freetail Brewing Company,American Amber / Red Ale,6.40
3402,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60
3403,Bridalveil Amber Ale,Sequoia Brewing Company,American Amber / Red Ale,5.80
3404,Pacific At Sunset,DragaÅ ¡ Brewing,American Amber / Red Ale,5.60
3405,Brock Street Irish Red,Brock Street Brewing Company,American Amber / Red Ale,5.50
3406,Deva Amber,Cervezas Deva,American Amber / Red Ale,6.00
3407,Boreal Amber,Seven Arrows Brewing Company,American Amber / Red Ale,5.60
3408,King Coco,Four Sons Brewing,American Amber / Red Ale,10.00
3409,Willamette Valley,Barrier Brewing Company,American Amber / Red Ale,5.20
3410,Trebek _ ™ s ` Stache Imperial Red,Holy City Brewing,American Amber / Red Ale,7.70
3411,Albemarle Amber Ale,C'ville - ian Brewing Company,American Amber / Red Ale,5.70
3412,On Wisconsin Red Ale,Badger State Brewing Company,American Amber / Red Ale,6.50
3413,Catch Me If You Can,Prison City Pub & Brewery,American Amber / Red Ale,5.70
3414,N.F. ALe,John Harvard 's Brewery & Ale House,American Amber / Red Ale,4.00
3415,Slater The Traitor,Kretschmann Brewing Company,American Amber / Red Ale,7.50
3416,Spring Amber Ale,Throwback Brewery,American Amber / Red Ale,5.20
3417,Pizza Orgasmica Amber Ale,Devil 's Canyon Brewing Company,American Amber / Red Ale,6.50
3418,Butternut Squash Molasses Amber,The Perch Pub & Brewery,American Amber / Red Ale,5.50
3419,Lillie 's `` Q '' Hog-Tied Amber Ale,Taps Fish House & Brewery,American Amber / Red Ale,5.80
3420,Schultenbrau Amber,Bavaria Brouwerij N.V.,American Amber / Red Ale,5.50
3421,Snipe Hunter Amber,Memphis Made Brewing Company,American Amber / Red Ale,5.70
3422,Hangover Rasta,Csak a jÃ ³ sÃ ¶ r !,American Amber / Red Ale,
3423,Fire On High,The Waen Brewery,American Amber / Red Ale,3.90
3424,Leinenkugel 's Auburn Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,
3425,King Of Hearts Imperial Red,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,7.10
3426,Rav,Berentsens Brygghus,American Amber / Red Ale,4.70
3427,New Oak Red Rocket,Bear Republic Brewing Co. .,American Amber / Red Ale,7.30
3428,Red Shoe Ale,Garrison Brewing Company,American Amber / Red Ale,
3429,Aurora,Geltsdale Brewery,American Amber / Red Ale,3.90
3430,Tangle Foot Red,Ironworks Brewpub,American Amber / Red Ale,6.20
3431,Nog,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,7.00
3432,Hopped Amber,Elk Brewing,American Amber / Red Ale,5.40
3433,Dr. Rudi Es Muy Caliente,Dust Bowl Brewing Company,American Amber / Red Ale,8.00
3434,Smoken Bones Amber Ale,Phillips Brewing Company,American Amber / Red Ale,
3435,Ribe JubilÃ ¦ ums Ale,Ribe Bryghus,American Amber / Red Ale,6.00
3436,Howie 's Red Ale,D.L. Geary Brewing Company,American Amber / Red Ale,
3437,Whiskey Barrel Chopper 's,Georgetown Brewing Company,American Amber / Red Ale,6.20
3438,Kukko Ale,Laitilan Wirvoitusjuomatehdas,American Amber / Red Ale,4.30
3439,Inoki,Birrificio Geco,American Amber / Red Ale,6.60
3440,Apricadamnbeer,Backshore Brewing Company,American Amber / Red Ale,5.70
3441,Deliberation Amber ( Dry-Hopped With Cascade ),West Sixth Brewing Company,American Amber / Red Ale,5.50
3442,Hurricane Hole Red,Florida Keys Brewing Co. .,American Amber / Red Ale,5.40
3443,Jazz Oak,Microbrasserie Jukebox,American Amber / Red Ale,5.00
3444,Cheddar Ales / Wiper And True - Amber Ale In The Pines,Cheddar Ales,American Amber / Red Ale,5.30
3445,Winter Seasonal Amber Ale,Dead Frog Brewing,American Amber / Red Ale,5.00
3446,Mighty Fine,O'Dempsey 's,American Amber / Red Ale,6.00
3447,Copper Feel,Union Station Brewery,American Amber / Red Ale,5.00
3448,Far West Red Wine Ale,Far West Cerveza Artesanal,American Amber / Red Ale,5.20
3449,J-Valve Amber Ale,Poseidon Brewing Company,American Amber / Red Ale,5.30
3450,Devil 's Copper,Nickel Beer Co. .,American Amber / Red Ale,6.50
3451,Hit Me American Red,Renegade Brewing Company,American Amber / Red Ale,6.50
3452,Rhumantony,Les Brasseurs du Hameau,American Amber / Red Ale,7.00
3453,TXELL ( Cerveceria Freiburg Own Brand ),Ca l'Arenys,American Amber / Red Ale,6.00
3454,Blood Moon,Kinetic Brewing Company,American Amber / Red Ale,6.10
3455,Abandoned Planet,Proof Brewing Company,American Amber / Red Ale,8.00
3456,Evil Red,Black Bridge Brewery,American Amber / Red Ale,7.00
3457,Ass Clown Salted Ginger Black Sour,Ass Clown Brewing,American Amber / Red Ale,7.10
3458,Fox Tail Red Ale,Whistler Brewing Company,American Amber / Red Ale,4.80
3459,Colonnel Salaberry,Microbrasserie MaltÃ © us,American Amber / Red Ale,5.60
3460,Starshine Ginger Bier,Big Island Brewhaus & Tako Taco Taqueria,American Amber / Red Ale,4.25
3461,Hollbeer BiÃ © re De Printemps,Brasserie Hollbeer et Magasin,American Amber / Red Ale,6.50
3462,McGuffin Amber Ale,Naked City Taphouse,American Amber / Red Ale,4.80
3463,Fire Mouth,Vice District Brewing Company,American Amber / Red Ale,8.50
3464,Shrunken Head Red,Coronado Brewing Company,American Amber / Red Ale,4.80
3465,Amber Mess,192 Brewing Company & Lake Trail Taproom,American Amber / Red Ale,
3466,Little Egypt Red,Carbondale Craft Beer,American Amber / Red Ale,6.30
3467,Row Rye Red,Function Brewing,American Amber / Red Ale,6.00
3468,Red RYEding Hood,Chapman 's Brewing Company,American Amber / Red Ale,10.00
3469,Le Bec SucrÃ © e,Microbrasserie MaltÃ © us,American Amber / Red Ale,6.00
3470,Amber Ale-rt,Biloba Brewing Company,American Amber / Red Ale,4.50
3471,X_biga,Cerveza Tyris,American Amber / Red Ale,5.00
3472,Bastone Rare Wolf,Bastone,American Amber / Red Ale,6.50
3473,Genesis Red Ale,Hellenic Breweries Of Atalanti S.A.,American Amber / Red Ale,5.00
3474,Daylight Amber Chipotle Pepper,Track 7 Brewing Co. .,American Amber / Red Ale,6.80
3475,Cherry Pippin,Pig Minds Brewing Co. .,American Amber / Red Ale,8.20
3476,Whose Envy,Barley Island Brewing Company,American Amber / Red Ale,10.50
3477,Jacobsen Red Christmas Ale,Carlsberg Danmark A/S,American Amber / Red Ale,4.60
3478,Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,9.00
3479,Ignescent Amber,Fenton Winery And Brewery,American Amber / Red Ale,5.30
3480,Festbier,Microbrasserie Charlevoix,American Amber / Red Ale,6.00
3481,Copper Pot Ale,Kretschmann Brewing Company,American Amber / Red Ale,6.00
3482,Spring City Amber,Raised Grain Brewing Company,American Amber / Red Ale,6.73
3483,La Bretonne,Gambrinus,American Amber / Red Ale,5.00
3484,Atwater 1936,Atwater Brewery,American Amber / Red Ale,9.00
3485,Amarillo,Les FrÃ ¨ res Houblon Microbrasserie,American Amber / Red Ale,6.90
3486,Megalodon,The Bier Brewery,American Amber / Red Ale,
3487,Road Soda Red IPA,Crooked Ladder Brewing Company,American Amber / Red Ale,6.00
3488,KZOK Classic Rock Amber,Bellevue Brewing Company,American Amber / Red Ale,5.70
3489,Analog Amber,The Brewery at Abigaile,American Amber / Red Ale,5.70
3490,One Drop,Galena Brewing Company,American Amber / Red Ale,6.30
3491,Binckse Belofte,Kompaan Bier,American Amber / Red Ale,5.80
3492,Mojo Rojo - Pilot Batch,Captain Lawrence Brewing Co. .,American Amber / Red Ale,4.50
3493,Right Hand Red,Thumb Coast Brewing Company,American Amber / Red Ale,5.70
3494,Regal Eagle,16 Mile Brewing Company,American Amber / Red Ale,6.10
3495,Eldo Amber Ale,Rubber Soul Brewing Co. .,American Amber / Red Ale,5.50
3496,Ruby Sunset,Dunham Massey Brewing Company,American Amber / Red Ale,4.10
3497,Dark Lager,Angry Hank 's Microbrewery,American Amber / Red Ale,5.60
3498,Twents Amber,Twentse Bierbrouwerij,American Amber / Red Ale,5.50
3499,Parcel Of Rogues,Picaroons Brewing Co. .,American Amber / Red Ale,4.60
3500,Riot Act,Urban Legend Brewing Company,American Amber / Red Ale,5.00
3501,S.A.M.,Ordnance Brewing,American Amber / Red Ale,5.40
3502,Chief _ ™ s Light Amber,Bifferhaus Brewing Company,American Amber / Red Ale,
3503,Rip City Red,13 Virtues Brewing Co. .,American Amber / Red Ale,6.00
3504,Harbinger,Adroit Theory Brewing Company,American Amber / Red Ale,8.00
3505,Alibi Amber,At Large Brewing Company,American Amber / Red Ale,6.30
3506,Red-Blooded American,American Brewing Company,American Amber / Red Ale,7.00
3507,Yunnan Amber,Boxing Cat Brewery,American Amber / Red Ale,5.20
3508,T.B.C - Stumbling Bee Honey Amber,Titanic Brewing Company,American Amber / Red Ale,5.50
3509,Oaked Over-The-Rhine Ale,Christian Moerlein Brewing Company,American Amber / Red Ale,
3510,Special Toast,Mispillion River Brewing,American Amber / Red Ale,5.60
3511,Depth Finder IRA,7 Seas Brewery and Taproom,American Amber / Red Ale,5.90
3512,Otzi _ ™ s Twenty Nine __ Copper Ale,Bull Creek Brewing,American Amber / Red Ale,
3513,Jaw Glide,Jaw Brew,American Amber / Red Ale,4.60
3514,Matilde Red Ale,Muxa Brewing Company,American Amber / Red Ale,5.00
3515,T_ebonickÃ © Geronimo PolotmavÃ 1/2 RÃ 1/2 Å 3/4 ovÃ 1/2 SpeciÃ ¡ l 13Â °,T_ebonickÃ 1/2 Rukod_lnÃ 1/2 PivovÃ ¡ rek,American Amber / Red Ale,
3516,Mutual Fermentation,Coalition Brewing Co. .,American Amber / Red Ale,6.00
3517,Wretched Red,Barley John 's Brew Pub,American Amber / Red Ale,7.10
3518,Etna,Birravino,American Amber / Red Ale,5.00
3519,FAKE LYING IMPOSTER AMBER ALE,Narrows Brewing Co. .,American Amber / Red Ale,5.60
3520,Devil 's Bath,ManRock Brewing Company,American Amber / Red Ale,8.00
3521,The Hummer,Spinnaker Bay Brewing,American Amber / Red Ale,5.80
3522,Round Lake Red,Lake Charlevoix Brewing,American Amber / Red Ale,5.80
3523,Jubilee Session Amber,Sycamore Brewing,American Amber / Red Ale,4.30
3524,Ant Ray Cow Pants,Oliphant Brewing,American Amber / Red Ale,7.30
3525,Honey Badger,Man Cave Brewing Company,American Amber / Red Ale,
3526,Red Wagon Coffee Ale,406 Brewing Company,American Amber / Red Ale,5.10
3527,Red Ryeding,Bray 's Brewing Company,American Amber / Red Ale,4.50
3528,ChlumeckÃ 1/2 Amber Ale,Brewery Lobkowicz,American Amber / Red Ale,4.90
3529,Busta Rhizomes,Prison City Pub & Brewery,American Amber / Red Ale,7.20
3530,La Rouquine,La Brasserie du Pilat,American Amber / Red Ale,
3531,URSA Z Po_oniny,Bieszczadzka WytwÃ ³ rnia Piwa Ursa Maior,American Amber / Red Ale,5.00
3532,Papakeechie 's Reserve,Man Cave Brewing Company,American Amber / Red Ale,
3533,Wobbly Red Ale,Dirty Hands Brewing Company,American Amber / Red Ale,5.90
3534,Ol' Yelper,B2B Bistronomy,American Amber / Red Ale,6.40
3535,Ambog Ale,PalaweÃ ± o Brewery,American Amber / Red Ale,7.00
3536,Millennium Falcon,Block 15 Brewery & Restaurant,American Amber / Red Ale,7.30
3537,Anniversary Double Red,Red Door Brewing,American Amber / Red Ale,7.70
3538,AmbrÃ © e Bio,La Brasserie Mascaret,American Amber / Red Ale,6.00
3539,FBF,French Beer Factory,American Amber / Red Ale,4.50
3540,Mancy 's Papou Classic Amber,Maumee Bay Brewing Company,American Amber / Red Ale,6.00
3541,Honey Hudson,Belford Brewing Company,American Amber / Red Ale,6.50
3542,Hose 5,Geaghan 's Restaurant & Pub,American Amber / Red Ale,5.50
3543,On The Border Amber Porter,Rusty Nickel Brewing Co,American Amber / Red Ale,5.20
3544,Nopalito Red,South Park Brewing Co. .,American Amber / Red Ale,
3545,Ross Creek Red Ale,Cabinet Mountain Brewing Co. .,American Amber / Red Ale,6.50
3546,R.E.D.,Union Station Brewery,American Amber / Red Ale,8.00
3547,Catskill Amber Ale,Cave Mountain Brewing Company,American Amber / Red Ale,5.50
3548,McFadden Red Ale,Catawba Island Brewing Co. .,American Amber / Red Ale,6.00
3549,La Piautre AmbrÃ © e,La Fabrique des BiÃ ¨ res d'Anjou,American Amber / Red Ale,6.00
3550,Yakima,Iron Hill Brewery & Restaurant,American Amber / Red Ale,4.50
3551,La Piautre Rousse,La Fabrique des BiÃ ¨ res d'Anjou,American Amber / Red Ale,6.50
3552,Flamboyant 2014,Arbor Brewing Company,American Amber / Red Ale,
3553,Whistle Stop Amber Ale,Black Forest Brewery,American Amber / Red Ale,4.50
3554,Fire On The Mountain,Four Quarters Brewing Co. .,American Amber / Red Ale,5.50
3555,Vaughn 's Vats Beauwinkle,Grumpy Old Men Brewing,American Amber / Red Ale,5.40
3556,Hathor 's Amber Ale,Trap Rock Restaurant & Brewery,American Amber / Red Ale,5.30
3557,Red Tractor Ale,Heroes Restaurant & Brewery,American Amber / Red Ale,6.80
3558,Blood Oats,Wheaty Brewing Corps,American Amber / Red Ale,5.60
3559,Del Puerto Barba Roja,Cervecera Del Puerto,American Amber / Red Ale,4.50
