"id","title","description","manufacturer","price"
"b0008glgmc","apple garageband jam pack: rhythm section","with apple's garageband jam pack 3: rhythm section you'll create beats that sound like they'll be international hits. work with an impressive array of drum kits percussion basses guitars and other essential instruments. build unique tracks with loops for rock blues jazz and country songs. fo undation elements include more than 1000 loops of drum beats and fills and 1000 more bass lines guitar and keyboard riffs and chord progressions. from modern rock beats to country shuffles to pop grooves from around the world jam pack 3: rhythm section gives you core elements to help construct your songs.","apple",99
"b0000bx891","bingo dvd tv game","gone are the days of mom and dad missing their chance at bingo to pull numbers out of a bag! now the whole family can play along with live bingo the only interactive dvd game featuring this classic family activity. let live bingo's exciting sound effects dynamic 3d graphics and live bingo calls bring new levels of excitement to your family's traditional game of bingo. game includes 1 live bingo dvd 25 double-sided wipe-clean bingo cards and marker pens. for 2 or more players ages 8 and up.","imagination international",17.99
"b000hbvvka","quickbooks point-of-sale pro with hardware bundle 6.0","the quickbooks point-of-sale pro 6.0 retail-management software/hardware bundle turns any pc into a cash register that does what no ordinary cash register can do: it automatically keeps track of your detailed inventory customers sales orders layaways and employee commissions and tips while you ring up sales. this guaranteed-compatible software/hardware combination is designed to save you time and hassles. the set includes the latest pos software bundled with a receipt printer a cash drawer a bar-code scanner and a credit-card reader. you get all this in one economically priced package! pro features not included with pos basic 6.0 include refinements and extras that let you: create special orders for items not tracked in inventory generate purchase orders automatically at preset inventory levels track multiple vendors and upc codes per item track inventory assemblies (kits) and items sold as groups track serial numbers customize price tags receipts and more with the document designer create customizable fields for vendors items and customers track employee sales commissions add shipping charges to receipts capture ship-to addresses create mailing lists and labels the bundle includes: quickbooks point-of-sale basic 6.0: tracks inventory and customer information automatically as you ring up sales on your pc. cash drawer: lockable drawer opens automatically when you complete a sale. receipt printer: automatically prints a sales receipt each time you complete a sale. prints duplicate slips for credit-card signature and gift receipts. bar-code scanner: lets you easily ring up sales and receive items into inventory by scanning barcodes instead of entering information manually. credit-card reader: lets you process credit-card transactions as quickly as cash sales. one swipe enters the credit card information into the point-of-sale software where it's automatically submitted for approval. track inventory automatically as you ring up sales. view larger. quickbooks pos software/hardware package. see each customer's purchase history as you ring up sales and suggest additional purchases based on past preferences. view larger. answer a few questions in the simple setup wizard import your inventory customer and vendor lists from microsoft excel or quickbooks financial software and you're ready to start ringing up sales. view larger. transfer key information directly into quickbooks financial software with one click. view larger. create customized reports that help you make better purchasing decisions. view larger. track inventory automatically as you ring up sales see what's selling when it's selling what needs restocking and more. best of all: you can eliminate manual inventory. record each shipment of merchandise you receive and point-of-sale will automatically adjust inventory figures with each sale or return so you can keep the items your customers want on-hand without overstocking. improve cash flow by purchasing the right merchandise in the right quantities at the right time you'll greatly improve your cash flow. see inventory levels for each item as you ring it up. run reports with one click that show what you've got what's hot and what you need to reorder. simplify your closing procedures new to pos 6.0 you can now easily view quantity on-hand and inventory valuation for any historical date you choose. ring up sales faster scan bar codes or type a few keystrokes to accurately add items to sales receipts. process credit and debit card transactions and collect tips as you ring up sales. with point-of-sale you can create bar-coded tags for everything you sell ensuring that you ring up the correct item and price--and keep your inventory up to date. use the supplied bar-code scanner to record items in sales receipts instantly--your inventory is automatically updated when the sale is complete. with point-of-sale you can create bar-coded tags for everything you sell ensuring that you ring up the correct item and price--and keep your inventory up to date. authorize credit card and debit card purchases you can authorize credit card and pin-secured debit card purchases automatically--and collect tips on credit payments--as you ring up sales. all you need is a credit-card reader (sold separately) quickbooks point-of-sale and a quickbooks pos merchant service account (for details visit www.quickbooksmerchantservice.com). provide great customer service see each customer's purchase history as you ring up sales and suggest additional purchases based on past preferences. sell and redeem gift cards (for details visit www.quickbooksmerchantservice.com). by tracking your customers' e-mail and shipping addresses you have what you need to let them know about upcoming sales or new inventory from their preferred manufacturers. scan bar codes or type a few keystrokes to add items accurately to sales receipts. view larger. start fast and get help when you need it quickbooks point-of-sale is so easy to set up that many retailers start ringing up sales the first day. just answer a few questions in the software's simple setup wizard import your inventory customer and vendor lists from microsoft excel or quickbooks financial software and you're ready to go. you even get free phone support for 30 days after registration. the first time you connect quickbooks point-of-sale to quickbooks financial software the quickbooks connection wizard walks you through setting everything up correctly. when the two programs are connected you can transfer inventory and sales data from your store to your back office with the click of a button. compatible with other applications import all of your customers vendors and inventory items in one quick step from quickbooks financial software or microsoft excel. save hours of typing each entry by hand. (microsoft word and excel integration requires word and excel 2000 2002 or 2003; outlook synchronization requires outlook 2000 2002 or 2003; all are sold separately. synchronization with outlook is also possible using quickbooks customer manager sold separately.) save hours on bookkeeping transfer sales and customer information employee timesheets sales receipts receiving vouchers and other key information directly into quickbooks financial software with one click. or use quickbooks point-of-sale all by itself. have a question about a tricky transaction? go to the practice file to see how it's done. intuit loads this file with three months of sample data for an imaginary retailer. combine it with quickbooks team quickbooks point-of-sale with quickbooks financial software (sold separately) and you can save time and reduce the risk of errors when performing financial accounting tasks. quickbooks point-of-sale works with any quickbooks pro or premier edition (2004-2007) and quickbooks enterprise solutions (versions 4.0-7.0). when you use quickbooks point-of-sale with quickbooks financial software the two programs work together to handle your business end-to-end--from managing inventory and ringing up sales to tracking finances and running customized reports that help you make better buying decisions. merchant services are optional. for details including a complete list of services and requirements visit www.quickbooksmerchantservice.com. quickbooks-approved retail hardware comes with a two (2)-year hardware component manufacturers limited warranty an intuit limited warranty of interoperability and a sixty (60)-day money-back satisfaction limited warranty. see www.quickbookspos.com for the full warranty.","intuit",1749.95
"b000g7wses","peachtree by sage premium accounting for manufacturing 2007 multi user (up to 5 users)","peachtree prem manufact mup","sage software",1199.99
"b000e3c6c8","century software - tinyterm plus v.4.0 - complete product","tinyterm plus addresses the host connectivity needs of enterprise-level organizations that require access to ibm mainframes mid-range computer systems and unix / linux servers. standardizing on tinyterm plus offers easy and economical migration from other vendor's products with enterprise-grade deployment management tools and integration options providing ease and greater flexibility to control and customize organizational rollouts.","century software",0
"b000o231le","adobe soundbooth cs3 [mac]","adobe soundbooth cs3 software lets you take command of your audio in film video or adobe flash projects. soundbooth gives you focused tools to bring the same superior quality to your sound as you bring to your visuals. use on-clip controls to make fast edits and intuitive task-based tools to clean up recordings polish voice-overs customize music modify sound effects apply high-quality filters and much more. an intuitive interface and on-clip controls simplify everyday sound tasks like cleaning editing and creating audio. clean up recordings polish voice-overs record audio create audio loops create and export markers to xml and flv to synchronize sound with animation and much more. tight integration with adobe premiere pro cs3 and flash cs3 professional software and an intuitive visual interface mean you can get the job done quickly without sacrificing creative control. intuitive audio editing with on-clip controls autocomposer with customizable music content for homemade scores more than 15 high-quality audio filters -- combine up to 5 with the effects rack streamlined mastering tools polish your file & clarify vocals visual tools for healing sound - reveal and remove individual sounds from a waveform open video files to edit and clean up their audio use adobe media encoder to export to major video formats - mpeg-2 h.264 realvideo flv and more","adobe",199
"b0009mg80a","timbuktu remote control softwre 1 license for mac os","timbuktu pro for mac os has been the standard for remote control on the mac os. with it's simple setup intuitive user-friendly interface and multiple security options timbuktu pro for macintosh is the best remote control choice for your home classroom or small business. with timbuktu pro you can view the screen of a remote computer or share your screen with one or many remote computers to collaborate teach or provide technical support. use your mouse and keyboard to operate distant computers as if you were sitting right in front of them send large files without tying up email and communicate by intercom text chat or instant message.","netopia",0
"b000kjzigw","poser figure artist","poser figure artist win 2000 - xp/mac os 10.2 or later","efrontier",99.99
"b000ph8xs4","sony sound forge 9 boxed upgrade","upgrade only; previous version required sound forge 9 is the industry standard for editing and production. create and edit stereo and multichannel audio files with speed and precision in the studio or in the field. the latest version is a complete audio production suite -- cd design effects processing and mastering tools. a host of new features will gives you total control of your audio - from multichannel audio recording and editing to dolby digital ac-3 encoding. acclaimed for its power stability and intuitive interface it's the fastest way to get from raw audio to finished master. automated time-based recording audio restoration tools spectrum analysis tools noise reduction 2.0 plug-ins drag and drop editing between channels hardware meters with output gain control phase and mono-compatibility meters multichannel-capable spectrum analysis disc-at-once cd burning batch processing and scripting; wave hammer mastering tools; acoustic mirror plug-ins dolby digital ac-3 support hardware meters with output gain control directx plug-in fx automation link to sony music studios internet mastering (sim) works with vista","sony media",232.05
"b000o3bgh4","super granny 3","after a troubled tropical trip and a wild winter retreat super granny is faced with her most ambitious adventure yet! granny's precious kitties are in an old-world theme park and she must rescue them before they get snatched by her enemies! 5 worlds and 200 levels of mayhem keep you entertained with new puzzles challenging dexterity stunts and beastly enemies. granny is tougher than ever as she wields her frying pan speeds in her super sneakers and floats on her umbrella to save her kitties.features new dangerous enemies to avoid plenty of tongue in cheek humor all-new level editor for endless possibilities","encore software",19.99
"b000hed3fi","the print shop 22 deluxe sb cs by the print shop","the print shop 22 deluxe offers the best in total personal creativity. 350 000+ images & graphics plus 20 000+ project templates! packed with new features and tools you have everything you need to satisfy your creative side. enhanced photo editing features provide professional looking results to make your photos perfect every time. easily add them to any project create slideshows burn to cd or resize for your mobile phone. new project size options photo quality printing and borderless print features mean your projects will have the refined look you want! dynamic project and image search capabilities will help you quickly and effortless find your saved projects or the perfect image or graphic for your creation. for easy share options export your projects to multiple file types including pdf jpeg tiff gif and much more! even manage your time with calender creator express the address book and improved mail merge for effortless mailings every time. the creative possibilities are endless with the print shop 22 deluxe!","encore software",49.95
"b000b6n2lw","marine aquarium + sharks","turn your monitor into the exotic fish tank you've always wanted!","encore software",9.95
"b000ogsyjy","adobe creative suite cs3 production premium","maximize your productivity with adobe creative suite 3 production premium software the total post-production solution available for both mac and windows. tighter-than-ever integration between adobe's all-new video audio and design tools--now including adobe flash cs3 professional software--offers a smooth workflow from concept to delivery. reach the widest possible audience by delivering content to film video dvd blu-ray disc the web and mobile devices. photoshop cs3 extended for new dimensions in digital imaging illustrator cs3 for powerful vector graphics creation flash cs3 professional for creating rich interactive content adobe premiere pro cs3 for capturing editing and delivering video adobe encore cs3 for preparing dvd titles adobe after effects cs3 professional for industry-standard motion graphics and visual effects put ideas in motion with the total post-production solution produce visually innovative work faster and more easily with new adobe creative suite 3 production premium software for mac and windows. audience benefit corporate and event videographers--you only have one chance to capture that critical shot and with small crews and tight deadlines you need to work fast for clients who demand high production values. adobe creative suite 3 production premium combines the latest versions of adobe's video audio and design tools allowing you to capture events directly to disc; work fast with precision editing tools; create blockbuster effects with adobe after effects cs3 professional and photoshop cs3 extended software; create and match audio to your visuals with adobe soundbooth software; and deliver content however your clients need it whether on tape dvd or blu-ray disc the web or mobile devices. unmatched integration and productivity tools allow you to move quickly between applications keeping you on schedule without sacrificing high-quality results. motion graphics professionals--for visual effects creation motion graphics and compositing you need to meet tight deadlines for clients who expect the highest quality productions. adobe creative suite 3 production premium helps you deliver results using the industry's leading motion graphics tool adobe after effects cs3 professional software tightly integrated with adobe photoshop cs3 extended illustrator adobe premiere pro and other components to enable maximum flexibility and performance. create multilayered composites rich animation and high-quality graphics for films television commercials bumpers and promos as well as for dvd or online content within the fluid unified environment of production premium. independent filmmakers--your passion is storytelling. your challenge is finding the right software to handle every aspect of the production process and deliver high-quality results. adobe creative suite 3 production premium helps meet this need with a complete toolset combining the latest versions of adobe's industry-leading software components for capturing footage directly to disc performing nonlinear video and audio editing producing motion graphics and visual effects authoring to dvd and outputting content as flv or swf files for the web and mobile devices. tell your story with stunning impact to the widest possible audience with production premium. visually manage assets in adobe bridge test mobile designs in adobe device central coordinate with team members using adobe version cue host real-time web-based meetings with adobe acrobat connect educators--adobe creative suite 3 production premium is a total post-production solution combining full new versions of adobe's world-class design and graphics tools. with production premium you can work with every aspect of visual design animation video film and disc production cost effectively and via a single integrated interface. create promotional materials such as websites that feature video content prepare students for working with a wide range of file formats on both windows and mac platforms and deliver your work across multiple media types. interactive designers--integrating video into interactive projects is increasingly part of authoring rich engaging experiences whether for a dvd an interactive display websites or emerging mobile markets. adobe creative suite 3 production premium offers all the essential tools needed for interactive authoring including new releases of adobe photoshop illustrator after effects and flash software. save time as you work fluidly between after effects and flash generating sophisticated graphics and animations for your interactive projects. top new features in adobe creative suite 3 production premium new adobe after effects cs3 professional take advantage of innovative new features in adobe after effects cs3 professional such as shape layers for flexible drawing and animation of vector shapes; the puppet tool an intuitive new approach to shape animation; and brainstorm to quickly experiment and refine designs using parameters you define. new adobe premiere pro cs3 and adobe onlocation cs3* (windows version) make every phase of video production more efficient with adobe premiere pro cs3 as well as adobe onlocation cs3* (formerly the award-winning dv rack hd now included in the production premium box) a powerful set of direct-to-disc recording and on-set monitoring tools to help produce high-quality video footage while shooting with an sd or hd camera. achieve dramatic effects using improved slow motion with variable speed control in adobe premiere pro cs3. new adobe photoshop cs3 extended and illustrator cs3 enhance your video productions with the highest quality images and vector illustrations. with adobe photoshop cs3 extended use new video layer support to edit and paint your video frame by frame or clone between frames. illustrator cs3 provides new document profiles for video with safe areas specific to your output. now with adobe cs3 flash professional market your services through your own rich interactive website using adobe flash cs3 professional. work in flash using a familiar adobe interface and familiar video workflows. export flash video with cue points from after effects adobe premiere pro and adobe soundbooth and move animations easily between after effects and flash. innovative new adobe soundbooth cs3 for audio designed for creative professionals adobe soundbooth cs3 delivers focused tools to quickly accomplish everyday audio tasks--even if audio production isn't your specialty. fast and intuitive soundbooth makes it easy to remove noise from recordings polish voice-overs customize music and sound effects to fit a production and much more. new adobe encore cs3 author once and then output to multiple media types. use a familiar adobe interface to author a single encore cs3 project and then export to standard-definition dvds high-definition blu-ray discs and interactive dvd-style swf-based experiences for immediate use on the web. extensive integration for exceptional productivity tighter-than-ever integration between photoshop and after effects and between after effects illustrator adobe premiere pro encore soundbooth and flash streamlines your workflow making it easier than ever to move projects and files between component applications and work with a common user interface. in addition adobe bridge offers new file type support and metadata previews. available for mac and windows work on the platform of your choice. adobe creative suite 3 production premium is now available for both mac and windows and is supported by a broad selection of books training materials third-party plug-ins and leading industry partners including the openhd partner alliance. expanded output options including video for mobile phones reach a broader audience using a wider range of formats and devices. use the adobe media encoder to export 3gp and h.264 video for mobile phones ipods and psp systems and other mobile devices from after effects adobe premiere pro and soundbooth. preview the results for supported mobile devices using adobe device central cs3. use adobe encore cs3 to author dvds high-definition blu-ray discs and interactive dvd-style swf-based experiences. quick effective keying with new adobe ultra cs3 transform keying into a practical daily production tool for all types of video projects with adobe ultra cs3 software. create highly realistic background composites with drag-and-drop simplicity even from marginal video sources and customize hundreds of virtual sets included in master sets library 1 a collection of virtual sets with alternate angles motion tracking and scaling to put your subject in the set not just in front of it. output in broadcast quality to a wide range of advanced file formats. improve efficiency and incorporate a tapeless workflow during shoots by using adobe onlocation cs3 to monitor your camera's video signal and record it directly to a computer hard drive. adobe soundbooth cs3 for creating and editing audio quickly and intuitively additional features future-ready tools for delivery of video content anywhere meet today's production demands and tomorrow's challenges head on. broad support for leading standards and formats an open approach to hardware and platform support a rich ecosystem of plug-ins and other third-party solutions and the ability to deliver video content to new types of devices--from mobile to blu-ray disc--give you a competitive edge. no more intermediate rendering thanks to adobe dynamic link enjoy greater freedom to experiment with new ideas without having to wait for intermediate rendering. exclusively available in production premium adobe dynamic link allows you to edit a composition in after effects and view your updates instantly in adobe premiere pro and adobe encore. engaging online experiences leveraging new adobe flash cs3 use the industry's most advanced interactive authoring environment to integrate your video content into uniquely engaging websites presentations and mobile content. export layered vector animations from after effects to flash import swf files as vectors into after effects and encode flv files with cue points from after effects adobe premiere pro and soundbooth. compositing and animation with new adobe after effects cs3 professional innovative new features make the industry standard even more essential. adobe after effects cs3 software offers new shape layers for drawing and animating vector shapes an intuitive new approach to shape animation using the puppet tool new integration with flash and photoshop and dramatically improved performance so you can maintain your creative momentum. real-time editing with new adobe premiere pro cs3 adobe encore cs3 and adobe onlocation cs3* (windows version) now available for mac and windows adobe premiere pro cs3 software offers scalable efficient and flexible nonlinear video editing with improved slow-motion capabilities and delivery options. support for hd hdv sd and dv gives you the flexibility to deliver high-quality work. use encore cs3 to create full-featured menu-driven standard-definition dvds high-definition blu-ray discs and interactive dvd-style swf-based experiences for immediate use on the web. in windows enjoy new direct-to-disc recording and on-set monitoring tools to help produce high-quality video footage with adobe onlocation cs3. image editing and graphics creation with adobe photoshop cs3 and illustrator cs3 integrate images and graphics for use in your productions. with adobe photoshop cs3 extended use new video layer support to edit and paint your video frame by frame or clone between frames. use advanced drawing texturing coloring tracing and typography tools to create vector artwork with adobe illustrator cs3 software. fast intuitive audio editing and creation with adobe soundbooth cs3 adobe soundbooth cs3 lets you take command of your audio in film video or flash projects with convenient task-based tools that make high-quality audio production more efficient even if audio production isn't your specialty. video production and preview for mobile devices use the adobe media encoder in after effects adobe premiere pro and soundbooth to export 3gp and h.264 video for mobile phones ipods and psp systems and other mobile devices. preview the results for supported devices using adobe device central cs3. *for macintosh users adobe onlocation requires boot camp and windows (purchased separately) or a separate windows based computer. adobe creative suite 3: what's in each edition? adobe creative suite 3 editions design premium design standard web premium web standard production premium master collection adobe photoshop cs3 extended adobe photoshop cs3 adobe illustrator cs3 adobe indesign cs3 adobe acrobat 8 professional adobe flash cs3 professional adobe dreamweaver cs3 adobe contribute cs3 adobe fireworks cs3 adobe after effects cs3 professional adobe premiere pro cs3 adobe soundbooth cs3 adobe encore cs3 adobe onlocation * adobe ultra cs3 * additional features and services in adobe creative suite 3 adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe dynamic link adobe stock photos adobe acrobat connect * adobe ultra runs on microsoft windows only. for macintosh users adobe onlocation requires bootcamp and windows (purchased separately) or a separate windows-based computer.","adobe",1699
"b000068u3h","checkmark multiledger","give your growing business a financial edge with checkmark multiledger a fully integrated accounting system. multiledger combines accounts payable accounts receivable inventory bank reconciliation and more in one program. including features and capabilities similar to those found in products that cost thousands of dollars multiledger integrates with checkmark's payroll and can network up to 10 users each with their own password and security options. users can set up multiledger at any time of the year and select a chart of accounts from the samples provided. easy set-up templates are included and transactions can be posted to any of 15 open months. data files can be imported and exported. a drill-down feature gives users instant access to gl journals customer reports and vendor reports. multiledger's users can enter transactions quickly using convenient pop-up lists. functions like converting a quote to an invoice or transforming a purchase order to a payable require only the click of a button. multiledger's files run cross-platform so you get both windows and macintosh versions in the same box.","checkmark software",399
"b0006513tg","ipswitch inc ws ftp pro 9 sdk w/ ws ftp pro ( wd-1000-0900 )","ws_ftp pro 9 sdk w/ ws_ftp pro","ipswitch inc",395
"b000kmehfw","123 movies 2 ipod w/ av cables umd size","123 movies 2 ipod enables you to copy any dvd in your collection to your ipod video. why download the itunes version if you already own the dvd? instead you can watch dvd movies on your ipod video. includes av cables. watch your movies on your ipod or get the ipod av cables and watch movies on your tv from your ipod","bling",29.99
"b000hlp5wa","hoyle bridge club","hoyle bridge club is a friendly funny new take on the classic card game. choose from 11 unique characters from zany goofballs to stiff businessmen - even a pirate and a puppy. all characters have their own voice-acting and playing styles to make each game different. along with standard bidding conventions it also has game saves reloads and hand replays. also features a variety of backgrounds card backs and sound sets to make the experience more colorful.","encore",29.95
"b000bd1rty","microsoft oem 3pk xp home edition sp2 ( n09-01624 )",,"microsoft corporation",0
"b000hi1i9c","scrabble champion edition","scrabble champion edition takes the challenge of making the best use of 7 letter tiles for just the right combination of wordplay competition and fun.","encore",19.95
"b000bgpqos","instant immersion japanese deluxe 2.0","topics entertainment instant immersion japanese deluxe 2.0 from the publisher of the nations 1 selling instant immersion language line comes instant immersion japanese deluxe a comprehensive approach to language study focusing on listening reading and writing. emphasizing the euro method - the best process for learning to speak a foreign language quickly this 8 cd suite combines an immersion environment with brand-new curriculum that will quickly move you from a beginner to an advanced student. windows and xp pc only","topics entertainment",39.99
"b0000c6eol","ilisten (mac)","with ilisten you'll make it easy to dictate text as well as edit and format it with the power of your voice! new dock menu gives you one click access to ilisten's most used functions fully applescript compatible and internet ready does not include mic and headset","macspeech inc.",99.99
"b000ogsgzq","adobe premiere pro cs3","tell your story with maximum impact using adobe premiere pro cs3 software the start-to-finish solution for efficient video production that now includes adobe encore cs3 and adobe onlocation cs3 formerly the award-winning dv rack hd. save time from on-set capture using adobe onlocation through to output expand your creative options via integration with adobe after effects cs3 professional and photoshop and deliver your content to dvd blu-ray disc the web and mobile devices. the powerful editing finishing and delivery tools in adobe premiere pro are now available on both mac and windows operating systems. capture edit and deliver to video dvd and the web adobe premiere pro cs3 software available for both mac and windows streamlines the entire video production process from direct-to-disk recording through editing to final delivery for tape disc the web and mobile devices. adobe premiere pro cs3 redefines productivity and flexibility for capturing editing and delivering video content. video professionals want to concentrate on storytelling--not on the nuts and bolts of production--and adobe premiere pro cs3 frees you to focus on telling your story. maximize image quality and work faster during shoots by using adobe onlocation cs3 software (requires windows and boot camp for mac ) included with adobe premiere pro to calibrate cameras monitor video signals and record directly to disk--all during the shoot. edit every major video format from dv to hd and beyond with adobe premiere pro cs3. improve efficiency and creativity with new workflow and new visual effects features. save time and expand creative options through tight integration with other adobe software including adobe after effects cs3 and adobe photoshop cs3. adobe encore cs3 software now included with adobe premiere pro cs3 lets you author once and then output to blu-ray disc dvd and flash swf for the web. adobe premiere pro supports additional delivery platforms including flash and mobile devices letting you reach the widest audience possible. audience benefit corporate and government video producers--adobe premiere pro cs3 provides the tools you need to ensure excellent production values while working quickly to stay on schedule. edit with precise control add stunning effects and move content smoothly to adobe after effects cs3 professional and photoshop for even more creative control. streamline the review process with adobe clip notes and output to multiple formats quickly and easily to reach more people everywhere. adobe premiere pro cs3 lets you communicate with high-quality video and imagery even with tight budgets and looming deadlines. export adobe encore cs3 projects as dvd blu-ray disc or flash. when you export as flash encore generates html flv and swf files that provide dvd-style chapter selection playback and interactivity through the flash player. event videographers--small crews and tight deadlines mean you need to work fast even while clients demand higher and higher production values. adobe premiere pro cs3 lets you capture events directly to disc with included adobe onlocation cs3; work fast with precision editing tools including support for editing multicam shots; create compelling effects via tight integration with adobe after effects cs3 professional and photoshop cs3; and use the included copy of adobe encore cs3 to deliver content however your clients need it whether on dvd blu-ray disc the web or mobile devices. independent filmmakers--your passion is storytelling. your challenge is finding the right software to handle every aspect of the production process and deliver hollywood-quality imagery. adobe premiere pro cs3 meets this need with a complete toolset for capturing footage direct-to-disc editing imagery and creating titles in post-production producing dvds and delivering web-ready content to promote your films on the internet. and with the included video workshop and training materials you'll have help through every stage of production. post-production boutiques--enjoy advanced editing tools as well as the uncompromised image quality and real-time performance you need in professional broadcast and film post-production. work with all major formats enjoy powerful effects and media management tools get unparalleled integration with adobe after effects cs3 professional and photoshop software and increase efficiency with workflow enhancements such as adobe clip notes. with adobe premiere pro cs3 and adobe encore cs3 you can deliver your work in the format your client needs from adobe flash video through dvd and blu-ray disc to uncompressed hd. educators and students--adobe premiere pro cs3 offers a complete set of post-production tools that let you handle all aspects of filmmaking and post-production cost effectively from capturing and editing footage to creating titles dvds and promotional materials such as websites that feature video content. use flexible tools to express your creativity work with any file format on both windows and macintosh platforms and deliver your work across multiple media. what's new in adobe premiere pro cs3k dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. high-quality slow motion with time remapping create dramatic slow- and fast-motion effects without exporting clips to another application. with precise keyframe control real-time feedback and excellent quality from advanced frame blending you can slow things down without compromising quality. or generate even better in-between frames through pixel-motion analysis with the timewarp effect. direct-to-disc recording with included adobe onlocation cs3 save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. adobe encore cs3 projects for the web with one click easily create adobe flash versions of your dvd and blu-ray disc projects for the web. use adobe encore cs3 to create flash content complete with dvd interactivity and menus without learning flash programming. multiple project windows with smart file search find files faster with search tools that instantly update their results list as you type. sort and organize assets into multiple project windows each with its own graphical or text view setting. display and handle media files making project management easier and more efficient. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. create stunning slow-motion and other retiming effects directly in the timeline by setting and moving time remapping keyframe markers. improve the look of your video with the three-way color corrector and the other precision color-correction tools in adobe premiere pro. improved editing efficiency work faster with powerful and flexible editing tools. play video with nested audio sequences in real time without rendering. replace any clip in the timeline with a new clip while preserving the replaced clip's editing attributes and settings. use shortcuts to switch between workspace panels and save time. output for mobile devices make your video viewable on the latest delivery platforms. encode video for delivery to cell phones and other mobile devices and simulate playback on those devices to check video quality. download profile updates to simulate the latest devices. flash video export with markers converted to cue points encode video and audio for flash projects and web playback with direct flash video (flv) export. adobe premiere pro cs3 timeline markers become flash cue points that trigger interactivity and navigation. create flash video with ease. improve efficiency and incorporate a tapeless workflow during shoots by using adobe onlocation cs3 to monitor your camera's video signal and record it directly to a computer hard drive. additional features efficient tools for creative editing create high-quality visual and editorial effects directly within the editing timeline. generate slow motion and other time-remapping effects with precise keyframe control and real-time feedback. add color correction lighting and other effects audio filters and more with fast flexible and built-in tools. edit footage from multicam shoots with ease and precision. comprehensive video format compatibility work with the formats you want. edit all standard- or high-definition formats from dv through hdv to hd and beyond (some formats may require additional hardware). broad range of supporting hardware and software for mac and windows choose from a wide range of mac and windows workstations and capture cards to build the editing system that exactly meets your needs and budget. enhance your system with additional plug-ins including many from adobe after effects software. dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. superior integration with other adobe applications make the leading still and motion graphics applications adobe photoshop and after effects part of an efficient post-production workflow. import and animate photoshop layers. automatically create photoshop files that match the current project's frame size and aspect ratio. drag and drop or copy and paste clips and timelines between adobe premiere pro cs3 and after effects cs3 professional. direct-to-disc recording with included adobe onlocation cs3 save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. delivery to the web and mobile devices make your video viewable on today's and tomorrow's delivery platforms. export as adobe flash video (flv). easily convert dvd projects complete with menus to flash swf files for web playback. encode for delivery to cell phones and other mobile devices and emulate playback on those devices to check playback quality. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. multicam editing view multiple video tracks from a multiple-camera shoot easily sync via timecode and edit by switching between tracks in real time. rerecord sections of your edit make fine adjustments using all the standard timeline editing tools and easily adjust color correction across multiple shots even after editing. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. mac os x compatibility use adobe premiere pro cs3 on the latest intel based macintosh computers. aaf and edl import/export exchange project metadata with major video film and audio applications via industry-standard advanced authoring format (aaf) aaf with edit protocol and edit decision list (edl) files (aaf import/export for windows only). comprehensive vtr support control video decks through rs-422 and rs-232 serial protocols or firewire for precise batch capturing recapturing and insert editing. file management with adobe bridge work more efficiently by using adobe bridge cs3 to search for and access your project files preview and apply settings run batch processes and tag assets with xmp metadata.","adobe",799
